CODPARC;RAZAOSOCIAL;NOMEPARC;NOMECID;UF;CODREG;NOMEREG;NUNOTAPEDIDO;DTNEG;VLRPEDIDO;TOTAL_CAIXASPEDIDO;PESO_PEDIDO;NUNOTAVENDA;DTFATURAMENTO;VLRNOTA;TOTAL_CAIXASFATUR;PESO_NOTA;DTENTREGA;DIAS;FATURADOENTREGA;PEDIDOENTREGA;SEQUENCIA;STATUS;STATUS_DESC
532;CAVALCANTE & MATOS SUPERMERCADO LTDA;SUP. SAO FRANCISCO-R. QUERO BEM;MAJOR SALES;RN;10101500;RN - AUTO-OESTE;293327;2025-11-21 00:00:00;860.4;32;256.176;293495;2025-11-21 00:00:00;860.4;32;256.176;;0;;;2;0;Em Rota
5408;ANDRADE E BRAGA COMERCIO DE MERCADORIAS EM GERAL LTDA;PREMIUM SUPERMERCADO;TENENTE ANANIAS;RN;10101500;RN - AUTO-OESTE;288408;2025-11-04 00:00:00;211.8;5;25.32;288420;2025-11-04 00:00:00;211.8;5;25.32;2025-11-04 00:00:00;0;0;0;1;1;Entregue
3929;NATALI FERREIRA DA SILVA COMERCIAL;O BARATAO TOUROS;TOUROS;RN;10101600;RN - SALINEIRA 1;289281;2025-11-06 00:00:00;663.84;25;124.32;289629;2025-11-07 00:00:00;663.84;25;124.32;2025-11-12 00:00:00;1;5;6;8;1;Entregue
5991;S D DISTRIBUIDORA LTDA;S D DISTRIBUIDORA - MA;Sao Luis;MA;10800200;PI|MA-GRANDE SÃO LUÍ;289433;2025-11-07 00:00:00;7212.84;455;2919.12;289537;2025-11-07 00:00:00;7212.84;455;2919.12;2025-11-14 00:00:00;0;7;7;4;1;Entregue
3364;MERCADINHO ARAUJO LTDA;MERC. ARAUJO-COMPRECLUBE;Santa Cruz;RN;10101800;RN - TRAIRI;289473;2025-11-07 00:00:00;620.0;50;324;289859;2025-11-07 00:00:00;620.0;50;324;2025-11-12 00:00:00;0;5;5;1;1;Entregue
5797;KIMYX ATACAREJO LTDA;KIMYX ATACAREJO - COMPRAKI PE;Pesqueira;PE;10300600;PE - AGRESTE CENTRAL;291298;2025-11-13 00:00:00;47.64;2;25.284;291326;2025-11-13 00:00:00;49.19;2;25.284;2025-11-20 00:00:00;0;7;7;1;1;Entregue
3794;RR MERCADO LTDA;ASA BRANCA MINIBOX PB;SANTA LUZIA;PB;10200900;PB - DIREITA PATOS;291215;2025-11-13 00:00:00;5741.4;103;530.982;291540;2025-11-14 00:00:00;5741.4;103;530.982;2025-11-17 00:00:00;1;3;4;39;1;Entregue
1287;MEGA MAIS ATACAREJO COMERCIO ATACADISTA LTDA;MEGA MAIS ATACAREJO;ALTO DO RODRIGUES;RN;10101700;RN - SALINEIRA 2;290429;2025-11-11 00:00:00;2294.04;45;333.828;292851;2025-11-19 00:00:00;58.8;2;3.288;;8;;;1;5;Retorno de Rota (Reentrega)
5309;DISTRIBUIDORA CORTE NOBRE LTDA;DISTRIBUIDORA CORTE NOBRE;Sao Goncalo do Amarante;RN;10100200;RN - SÃO GONÇALO AMA;287883;2025-11-03 00:00:00;513.36;8;28.776;287917;2025-11-03 00:00:00;471.0;7;23.712;2025-11-04 00:00:00;0;1;1;7;1;Entregue
407;DM SUPERMERCADOS LTDA;DM SUP. - REDE COMPREMAIS;BOA VISTA;PB;10200900;PB - DIREITA PATOS;290415;2025-11-10 00:00:00;510.96;25;156.78;291544;2025-11-14 00:00:00;510.96;25;156.78;2025-11-21 00:00:00;4;7;11;6;1;Entregue
5604;SUPERMERCADO NORDESTAO LTDA;NORDESTAO DOZE ANOS;Mossoro;RN;10101300;RN - MOSSORÓ;292188;2025-11-17 00:00:00;1772.34;46;307.638;293522;2025-11-21 00:00:00;1772.34;46;307.638;;4;;;11;0;Em Rota
236;CAICO DISTRIBUIDORA DE LATICINIOS E FRIOS LTDA;CAICO FRIOS LAGOA NOVA;Natal;RN;10100102;RN - NATAL SUL;290654;2025-11-11 00:00:00;1493.48;45;273.892;290905;2025-11-12 00:00:00;1493.48;45;273.892;2025-11-13 00:00:00;1;1;2;17;1;Entregue
4253;SUPERMERCADO AVISTAO LTDA;COMERCIAL AVISTAO-REDE SERIDO;ACARI;RN;10101200;RN - SERIDÓ 2;290447;2025-11-11 00:00:00;3000.49;108;1257.12;291731;2025-11-14 00:00:00;3000.49;108;1257.12;2025-11-21 00:00:00;3;7;10;5;1;Entregue
415;COMERCIAL PRAIAS BELAS LTDA;SUP. FAVORITO Z.NORTE LJ 03;Natal;RN;10100101;RN - NATAL NORTE;293444;2025-11-21 00:00:00;4568.43;145;1754.04;294060;2025-11-24 00:00:00;4568.43;145;1754.04;;3;;;4;0;Em Rota
2766;ALCYR MOURA BARBOSA MERCEARIA;MERCADINHO DO ALCYR;RUY BARBOSA;RN;10101800;RN - TRAIRI;292811;2025-11-18 00:00:00;299.64;8;50.16;293838;2025-11-21 00:00:00;299.64;8;50.16;;3;;;8;0;Em Rota
898;MERCADINHO SANTOS LTDA;MERC. SANTOS;GUAMARE;RN;10101700;RN - SALINEIRA 2;293321;2025-11-21 00:00:00;256.08;5;19.488;293595;2025-11-21 00:00:00;256.08;5;19.488;;0;;;5;0;Em Rota
503;HIPER QUEIROZ LTDA;QUEIROZ PATU;PATU;RN;10101500;RN - AUTO-OESTE;293237;2025-11-21 00:00:00;2725.83;150;1620;293487;2025-11-21 00:00:00;2725.83;150;1620;;0;;;4;0;Em Rota
1292;SUPERMERCADOS MANAIRA LTDA;SUP. MANAIRA;Joao Pessoa;PB;10200100;PB - JOÃO PESSOA;287929;2025-11-03 00:00:00;2589.52;90;1027.26;289700;2025-11-07 00:00:00;2589.52;90;1027.26;2025-11-11 00:00:00;4;4;8;5;1;Entregue
5759;S U DUTRA & MEDEIROS COSTA LTDA;MINI BOX MEDEIROS;JARDIM DE PIRANHAS;RN;10101200;RN - SERIDÓ 2;291423;2025-11-13 00:00:00;715.62;19;113.328;291698;2025-11-14 00:00:00;715.62;19;113.328;2025-11-18 00:00:00;1;4;5;9;1;Entregue
241;DMA DISTRIBUIDORA S/A;MINEIRAO ATACAREJO JOAO PESSSOA;Joao Pessoa;PB;10200100;PB - JOÃO PESSOA;291490;2025-11-14 00:00:00;2588.4;68;238.938;291775;2025-11-14 00:00:00;2588.4;68;238.938;2025-11-20 00:00:00;0;6;6;25;1;Entregue
2259;PONTES & SOARES SUPERMERCADOS LTDA;SUPER PRECOBOM - PONTES E SOARES;CUITE;PB;10200600;PB - SUPERIOR CG 2;289462;2025-11-07 00:00:00;750.0;26;145.92;291550;2025-11-14 00:00:00;750.0;26;145.92;;7;;;18;0;Em Rota
5842;ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA;ANCORA DISTRIBUIDORA SANTOS DUMONT - FRANGOLANDIA LJ12;Fortaleza;CE;10700100;CE - OPERADOR LOGÍST;290403;2025-11-10 00:00:00;809.01;14;58.152;290464;2025-11-11 00:00:00;728.43;13;56.64;;1;;;12;0;Em Rota
6070;PLURAL DISTRIBUIDORA DE ALIMENTOS LTDA;PLURAL DISTRIB. DE ALIMENTOS CE;Fortaleza;CE;10700100;CE - OPERADOR LOGÍST;293201;2025-11-20 00:00:00;812.7;12;131.33;293292;2025-11-21 00:00:00;812.7;12;131.33;;1;;;6;0;Em Rota
785;O MUNDO DOS CHOCOLATES LTDA;O MUNDO DOS CHOCOLATES;Natal;RN;10100102;RN - NATAL SUL;291336;2025-11-13 00:00:00;1402.6;24;91.892;291835;2025-11-14 00:00:00;1402.6;24;91.892;2025-11-17 00:00:00;1;3;4;3;1;Entregue
421;COMERCIAL BRAZAO & SANTOS LTDA;SUP. POTIGUARLJ 01-SBC ATACADO;Macaiba;RN;10100500;RN - MACAÍBA;292781;2025-11-18 00:00:00;544.75;19;224.004;292976;2025-11-19 00:00:00;544.75;19;224.004;2025-11-21 00:00:00;1;2;3;7;1;Entregue
414;COMERCIAL PRAIAS BELAS LTDA;SUP. FAVORITO PONTA NEGRA 01;Natal;RN;10100102;RN - NATAL SUL;292940;2025-11-19 00:00:00;1481.6;54;633.51;294098;2025-11-24 00:00:00;1481.6;54;633.51;;5;;;5;0;Em Rota
548;F V P DE MORAES;PANIF. VOLLET- REDE RN;Natal;RN;10100101;RN - NATAL NORTE;288528;2025-11-05 00:00:00;852.0;45;295.2;288752;2025-11-05 00:00:00;692.0;40;256.08;2025-11-06 00:00:00;0;1;1;5;1;Entregue
634;COMERCIAL DE ALIMENTOS BIS LTDA;SUP. BIS PASSAGEM DE AREIA LJ 03 - R.SUPER SHOW;Parnamirim;RN;10100400;RN - PARNAMIRIM;292086;2025-11-17 00:00:00;601.32;32;345.6;292555;2025-11-18 00:00:00;601.32;32;345.6;;1;;;4;5;Retorno de Rota (Reentrega)
515;QUEIROZ ATACADAO LTDA;QUEIROZ ATACADAO J. CAMARA;Joao Camara;RN;10101700;RN - SALINEIRA 2;293220;2025-11-20 00:00:00;9738.55;209;1284.918;293642;2025-11-21 00:00:00;9395.11;203;1276.026;;1;;;45;0;Em Rota
718;MARIA DO CEU AVELINO;SUP. AVELINO;Natal;RN;10100101;RN - NATAL NORTE;291163;2025-11-13 00:00:00;2079.12;56;280.848;292136;2025-11-17 00:00:00;1980.72;54;260.304;2025-11-18 00:00:00;4;1;5;32;1;Entregue
5719;REFINE - REFEICOES INDUSTRIAIS ESPECIAIS LTDA;REFINE REFEICOES;Natal;RN;10100103;RN - NATAL OESTE;290707;2025-11-11 00:00:00;827.04;30;379.26;290908;2025-11-12 00:00:00;827.04;30;379.26;2025-11-13 00:00:00;1;1;2;2;1;Entregue
5849;ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA;ANCORA DISTRIBUIDORA TRAIRI - FRANGOLANDIA LJ21;TRAIRI;CE;10700100;CE - OPERADOR LOGÍST;294056;2025-11-24 00:00:00;3366.42;61;220.614;294067;2025-11-24 00:00:00;3366.42;61;220.614;;0;;;58;0;Em Rota
1323;BOM PRECO ATACAREJO LTDA;ATACAREJO BOMPRECO;Extremoz;RN;10100300;RN - EXTREMOZ;287957;2025-11-03 00:00:00;3707.64;94;572.592;288709;2025-11-05 00:00:00;3557.64;89;533.472;2025-11-06 00:00:00;2;1;3;34;1;Entregue
536;REBOUCAS SUPERMERCADO LTDA;REBOUCAS CENTRO;Mossoro;RN;10101300;RN - MOSSORÓ;293156;2025-11-20 00:00:00;2630.52;84;427.632;293542;2025-11-21 00:00:00;2630.52;84;427.632;;1;;;15;0;Em Rota
3540;NOVO ATACADO COMERCIO DE ALIMENTOS LTDA;NOVO ATACAREJO FORROCK PB LJ 26;Cabedelo;PB;10200100;PB - JOÃO PESSOA;291476;2025-11-14 00:00:00;8897.52;154;1209.6;291776;2025-11-14 00:00:00;8897.52;154;1209.6;2025-11-18 00:00:00;0;4;4;7;1;Entregue
469;WALDIRA RIBEIRO DE BRITO;VITAL SUP. LJ 07 - NOSSA GENTE;SAO MIGUEL GOSTOSO;RN;10101600;RN - SALINEIRA 1;289246;2025-11-06 00:00:00;363.02;14;151.2;289627;2025-11-07 00:00:00;363.02;14;151.2;2025-11-14 00:00:00;1;7;8;5;1;Entregue
447;COMVENE-COMERCIAL VENEZA LTDA;REDE MAIS COMVENE PAJUCARA;Natal;RN;10100101;RN - NATAL NORTE;293941;2025-11-23 00:00:00;2322.0;98;576.288;294071;2025-11-24 00:00:00;2322.0;98;576.288;;1;;;9;0;Em Rota
3824;BARBOZA & MELO LTDA;VAREJAO SUPERMERCADOS - PEDRAS DE FOGO PB;PEDRAS DE FOGO;PB;10200300;PB - INFERIOR JP;291112;2025-11-13 00:00:00;895.07;40;439.368;291899;2025-11-14 00:00:00;895.07;40;439.368;2025-11-21 00:00:00;1;7;8;7;1;Entregue
420;SUPERMERCADO TODO DIA LTDA;SUP. TODO DIA  MATRIZ LJ 01-SBC ATACADO;Extremoz;RN;10100300;RN - EXTREMOZ;288302;2025-11-04 00:00:00;2533.08;73;553.584;288892;2025-11-06 00:00:00;806.4;30;234.72;2025-11-06 00:00:00;2;0;2;1;1;Entregue
4731;NOVOS HORIZONTES ATACAREJO LTDA;NOVOS HORIZONTES ATACAREJO;Nova Cruz;RN;10101000;RN - AGRESTE 2;291453;2025-11-14 00:00:00;998.16;58;156.6;291649;2025-11-14 00:00:00;998.16;34;156.6;2025-11-18 00:00:00;0;4;4;7;1;Entregue
2056;2 IRMAOS VAREJO LTDA;SUP. SAO LUCAS-JARDIM LOLA;Sao Goncalo do Amarante;RN;10100200;RN - SÃO GONÇALO AMA;290859;2025-11-12 00:00:00;309.54;10;111.024;291127;2025-11-13 00:00:00;309.54;10;111.024;2025-11-18 00:00:00;1;5;6;6;1;Entregue
699;COMERCIAL J. M. LTDA;SUP. ECONOMICO JC;Joao Camara;RN;10101700;RN - SALINEIRA 2;289138;2025-11-06 00:00:00;3340.08;109;787.032;290088;2025-11-10 00:00:00;892.8;15;160.92;2025-11-12 00:00:00;4;2;6;1;1;Entregue
4302;QUEIROZ ATACADAO LTDA;QUEIROZ ATACADAO ASSU 02;Acu;RN;10101300;RN - MOSSORÓ;293412;2025-11-21 00:00:00;398.16;21;108.6;293516;2025-11-21 00:00:00;398.16;21;108.6;;0;;;7;0;Em Rota
683;SAMUEL J. DANTAS LTDA;SUPER MAIS-R. VALOR REAL;ACARI;RN;10101200;RN - SERIDÓ 2;290455;2025-11-11 00:00:00;252.12;9;97.2;291627;2025-11-14 00:00:00;252.12;9;97.2;2025-11-17 00:00:00;3;3;6;4;1;Entregue
280;NOSSO ATACADO E VAREJO LTDA;NOSSO ATACADO E VAREJO;ARCOVERDE;PE;10300600;PE - AGRESTE CENTRAL;288482;2025-11-05 00:00:00;4632.48;111;517.564;291658;2025-11-14 00:00:00;4632.48;111;517.564;2025-11-21 00:00:00;9;7;16;35;1;Entregue
509;QUEIROZ ATACADAO LTDA;QUEIROZ ATACADAO LESTE OESTE NOVO;Mossoro;RN;10101300;RN - MOSSORÓ;293413;2025-11-21 00:00:00;6939.98;127;1154.58;293703;2025-11-21 00:00:00;6768.26;124;1149.648;;0;;;8;0;Em Rota
252;CENTRO COMERCIO DE CARNES LTDA;FRIGOIAS PONTA NEGRA;Natal;RN;10100102;RN - NATAL SUL;292480;2025-11-18 00:00:00;838.32;14;31.062;292529;2025-11-18 00:00:00;838.32;14;31.062;;0;;;13;5;Retorno de Rota (Reentrega)
1313;COMERCIAL OLIVEIRA & AVELINO LTDA;COMERCIAL AVELINO;Natal;RN;10100101;RN - NATAL NORTE;288127;2025-11-04 00:00:00;3218.41;126;1418.982;288616;2025-11-05 00:00:00;3218.4;126;1418.982;2025-11-06 00:00:00;1;1;2;18;1;Entregue
5190;COMERCIAL IRMAOS ANDRADE LTDA;COMERCIAL IRMAOS ANDRADE CE;ARACATI;CE;10700100;CE - OPERADOR LOGÍST;290371;2025-11-10 00:00:00;1521.48;113;725.858;290380;2025-11-10 00:00:00;1521.48;113;725.858;;0;;;11;0;Em Rota
213;ATACADAO S.A.;ATACADAO MOSSORO FIL. 69;Mossoro;RN;10101300;RN - MOSSORÓ;292114;2025-11-17 00:00:00;34721.4;2037;11666.42;292995;2025-11-19 00:00:00;34721.4;2037;11666.42;2025-11-22 00:00:00;2;3;5;19;1;Entregue
5693;ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA;MEGA ATACADISTA - FILIAL SUPERFANGOLANDIA;MARACANAU;CE;10700100;CE - OPERADOR LOGÍST;290182;2025-11-10 00:00:00;423.54;8;33;290203;2025-11-10 00:00:00;342.96;7;31.488;;0;;;8;0;Em Rota
420;SUPERMERCADO TODO DIA LTDA;SUP. TODO DIA  MATRIZ LJ 01-SBC ATACADO;Extremoz;RN;10100300;RN - EXTREMOZ;292507;2025-11-18 00:00:00;908.4;19;85.392;292601;2025-11-18 00:00:00;908.4;19;85.392;2025-11-19 00:00:00;0;1;1;17;1;Entregue
420;SUPERMERCADO TODO DIA LTDA;SUP. TODO DIA  MATRIZ LJ 01-SBC ATACADO;Extremoz;RN;10100300;RN - EXTREMOZ;288297;2025-11-04 00:00:00;3663.75;118;1397.202;288576;2025-11-05 00:00:00;3663.75;118;1397.202;2025-11-06 00:00:00;1;1;2;7;1;Entregue
423;COMERCIAL BRAZAO & SANTOS LTDA;SUP. POTIGUAR LJ 03 PARNAMIRIM-SBC ATA;Parnamirim;RN;10100400;RN - PARNAMIRIM;288307;2025-11-04 00:00:00;633.49;22;260.088;289327;2025-11-07 00:00:00;27.57;1;12.642;2025-11-07 00:00:00;3;0;3;1;1;Entregue
424;SUPERMERCADO TODO DIA LTDA;SUP. TODO DIA LJ 02-SBC ATACADO;Extremoz;RN;10100300;RN - EXTREMOZ;292499;2025-11-18 00:00:00;977.62;30;363.642;292605;2025-11-18 00:00:00;977.62;30;363.642;2025-11-19 00:00:00;0;1;1;6;1;Entregue
607;SUPERMERCADOS MAIA LTDA;SUP. MAIA-REDE SUPER LEGAL;POMBAL;PB;10201000;PB|PE - ESQUERDA PAT;290346;2025-11-10 00:00:00;1045.8;24;155.4;291542;2025-11-14 00:00:00;1045.8;24;155.4;2025-11-18 00:00:00;4;4;8;18;1;Entregue
416;COMERCIAL PRAIAS BELAS LTDA;SUP. FAVORITO MACAIBA LJ 04;Macaiba;RN;10100500;RN - MACAÍBA;292932;2025-11-19 00:00:00;6290.99;240;2770.83;294112;2025-11-24 00:00:00;6290.99;240;2770.83;;5;;;7;0;Em Rota
2419;KALBIR COMERCIAL ATACAREJO DE ALIMENTOS E PERFUMARIA LTDA;KALBIR ATACAREJO-CE;MARACANAU;CE;10700100;CE - OPERADOR LOGÍST;288237;2025-11-04 00:00:00;8316.0;330;3576.72;291726;2025-11-14 00:00:00;8316.0;580;3576.72;;10;;;4;0;Em Rota
539;REBOUCAS SUPERMERCADO LTDA;REBOUCAS ASSU;Acu;RN;10101300;RN - MOSSORÓ;293154;2025-11-20 00:00:00;1369.57;34;293.472;293513;2025-11-21 00:00:00;1369.57;34;293.472;;1;;;5;0;Em Rota
537;REBOUCAS SUPERMERCADO LTDA;REBOUCAS SANTO ANTONIO;Mossoro;RN;10101300;RN - MOSSORÓ;293155;2025-11-20 00:00:00;1587.85;43;317.004;293555;2025-11-21 00:00:00;1470.01;41;313.716;;1;;;7;0;Em Rota
382;MERCADINHO O TOURAO LTDA ME;SUP. TOURAO - REDE COMPREMAIS;Campina Grande;PB;10200400;PB - CAMPINA GRANDE;290746;2025-11-11 00:00:00;5481.37;169;1078.776;291711;2025-11-14 00:00:00;5481.37;169;1078.776;2025-11-18 00:00:00;3;4;7;23;1;Entregue
6045;CENTRAL SUPERMERCADO LTDA;CENTRAL SUPERMERCADO ALHANDRA PB;ALHANDRA;PB;10200100;PB - JOÃO PESSOA;291493;2025-11-14 00:00:00;8206.66;334;2320.596;291774;2025-11-14 00:00:00;8206.66;334;2320.596;2025-11-19 00:00:00;0;5;5;20;1;Entregue
1304;FORMOSA SUPERMERCADOS E MAGAZINE LTDA;FORMOSA CD;Belem;PA;10800300;PI|PA|MA-GRANDE BELÉ;290101;2025-11-10 00:00:00;58541.76;2304;13753.176;290950;2025-11-13 00:00:00;58541.76;2304;13753.176;2025-11-21 00:00:00;3;8;11;54;1;Entregue
4933;PS ATACAREJO SANTO ANTONIO LTDA;ATACAREJO SANTO ANTONIO;Santo Antônio;RN;10101000;RN - AGRESTE 2;291436;2025-11-13 00:00:00;5516.28;133;872.212;291651;2025-11-14 00:00:00;5157.0;126;829.468;2025-11-17 00:00:00;1;3;4;27;1;Entregue
824;COMERCIAL BOM PRECO PARAZINHO LTDA;COMERCIAL BOM PRECO PARAZINHO;Parazinho;RN;10101700;RN - SALINEIRA 2;289071;2025-11-06 00:00:00;950.04;22;105.324;289790;2025-11-07 00:00:00;890.52;21;94.596;2025-11-11 00:00:00;1;4;5;19;1;Entregue
546;LEMOS SUPERMERCADO LTDA;MERC. LEMOS - REDE RN;Sao Goncalo do Amarante;RN;10100200;RN - SÃO GONÇALO AMA;291328;2025-11-13 00:00:00;1620.88;42;197.928;292298;2025-11-17 00:00:00;98.4;2;20.544;2025-11-18 00:00:00;4;1;5;1;1;Entregue
939;R A B DA SILVA LTDA;RABFRIOS;Natal;RN;10100103;RN - NATAL OESTE;288196;2025-11-04 00:00:00;1079.08;27;300.564;288870;2025-11-05 00:00:00;226.8;10;104.42;2025-11-06 00:00:00;1;1;2;1;1;Entregue
257;CENTRO COMERCIO DE CARNES LTDA;FRIGOIAS MACAIBA;Macaiba;RN;10100500;RN - MACAÍBA;291195;2025-11-13 00:00:00;339.0;7;41.112;291213;2025-11-13 00:00:00;339.0;7;41.112;2025-11-14 00:00:00;0;1;1;3;1;Entregue
4590;LUCIANA DA SILVA;MERCADINHO CARDEAL - PB;Joao Pessoa;PB;10200100;PB - JOÃO PESSOA;289532;2025-11-07 00:00:00;1221.04;45;516.24;289705;2025-11-07 00:00:00;1221.04;45;516.24;2025-11-13 00:00:00;0;6;6;4;1;Entregue
2032;SERIDO SUPERMERCADO LTDA;SUP. SERIDO - REDE SERIDO;Currais Novos;RN;10101200;RN - SERIDÓ 2;293213;2025-11-20 00:00:00;818.64;15;215.472;293806;2025-11-21 00:00:00;818.64;31;215.472;;1;;;9;0;Em Rota
1281;COMERCIAL FONSECA LTDA;SUPERMERCADO N 01;Macaiba;RN;10100500;RN - MACAÍBA;287866;2025-11-03 00:00:00;1481.31;47;252.024;287970;2025-11-03 00:00:00;1263.15;43;220.44;2025-11-04 00:00:00;0;1;1;14;1;Entregue
5476;MENOR PRECO ATACAREJO LTDA;MENOR PRECO ATACAREJO;Natal;RN;10100101;RN - NATAL NORTE;290871;2025-11-12 00:00:00;401.16;10;43.608;291141;2025-11-13 00:00:00;401.16;10;43.608;2025-11-14 00:00:00;1;1;2;10;1;Entregue
667;J L PACHECO COMERCIO VAREJISTA LTDA;MERC. ALVORADA - REDE RN;Natal;RN;10100101;RN - NATAL NORTE;291221;2025-11-13 00:00:00;376.8;10;64.2;292107;2025-11-17 00:00:00;327.6;9;53.928;2025-11-18 00:00:00;4;1;5;7;1;Entregue
835;LUZINETE OLIVEIRA SOARES;CASA SANTO ANTONIO;LAGOA SALGADA;RN;10101000;RN - AGRESTE 2;290748;2025-11-11 00:00:00;845.94;18;120.834;291638;2025-11-14 00:00:00;845.94;18;120.834;2025-11-19 00:00:00;3;5;8;16;1;Entregue
924;JP SANTO ANTONIO SUPERMERCADO LTDA;SUP. SANTO ANTONIO;Santo Antônio;RN;10101000;RN - AGRESTE 2;288124;2025-11-03 00:00:00;3506.58;110;691.13;291637;2025-11-14 00:00:00;3440.34;109;680.858;2025-11-19 00:00:00;11;5;16;38;1;Entregue
371;REDE BOM COMERCIO LTDA;REDE COMPRAS-BOM COMERCIO LJ 01;Campina Grande;PB;10200400;PB - CAMPINA GRANDE;291055;2025-11-12 00:00:00;1764.0;55;323.892;291723;2025-11-14 00:00:00;1631.52;53;303.348;;2;;;20;0;Em Rota
112;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL ATACADO JOAO PESSOA;Joao Pessoa;PB;10200100;PB - JOÃO PESSOA;289414;2025-11-07 00:00:00;12228.77;496;5537.318;290539;2025-11-12 00:00:00;12228.78;496;5537.318;2025-11-13 00:00:00;5;1;6;17;1;Entregue
549;C-ASA COMERCIO E DISTRIBUICAO DE FRIOS LTDA;C-ASA DISTRIBUICAO ZN - LJ 01;Natal;RN;10100101;RN - NATAL NORTE;287944;2025-11-03 00:00:00;5284.56;175;1006.584;288606;2025-11-05 00:00:00;5253.12;174;1006.032;2025-11-06 00:00:00;2;1;3;50;1;Entregue
5044;EDNA TELMA BEZERRA SANTOS;SUPERMERCADO SUPER BAIRRO;Natal;RN;10100101;RN - NATAL NORTE;288802;2025-11-05 00:00:00;505.44;12;68.532;290257;2025-11-10 00:00:00;448.08;11;63.708;2025-11-11 00:00:00;5;1;6;11;1;Entregue
126;SENDAS DISTRIBUIDORA S/A;ASSAI ARACAJU SE LJ 116;ARACAJU;SE;10500100;SE|BA-SERGIP+PAULO A;290523;2025-11-11 00:00:00;11889.26;1065;6910.882;293070;2025-11-19 00:00:00;8568.86;763;4953.922;;8;;;5;0;Em Rota
4825;Q. R. MENDONCA;Q. R. MENDONCA - CE;TIANGUA;CE;10700100;CE - OPERADOR LOGÍST;290702;2025-11-11 00:00:00;1009.54;16;204.828;290722;2025-11-11 00:00:00;1009.54;16;204.828;;0;;;4;0;Em Rota
513;HIPER QUEIROZ LTDA;QUEIROZ BOA VISTA NOVO;Mossoro;RN;10101300;RN - MOSSORÓ;293159;2025-11-20 00:00:00;1218.36;28;167.028;293558;2025-11-21 00:00:00;1026.12;25;162.096;;1;;;9;0;Em Rota
5602;SUPERMERCADO NORDESTAO LTDA;SUPERFACIL VALE DO SOL;Parnamirim;RN;10100400;RN - PARNAMIRIM;290949;2025-11-12 00:00:00;706.68;13;176.056;291506;2025-11-14 00:00:00;628.8;12;162.144;2025-11-14 00:00:00;2;0;2;1;1;Entregue
569;SUPERMERCADO PYETRO LTDA;SUP. PYETRO - REDE SERIDO;São José do Seridó;RN;10101200;RN - SERIDÓ 2;290938;2025-11-12 00:00:00;1243.8;27;133.212;291600;2025-11-14 00:00:00;1243.8;27;133.212;2025-11-18 00:00:00;2;4;6;25;1;Entregue
705;G JOAO DOS SANTOS INDUSTRIA E COMERCIO;MERC. SANTA RITA;Caico;RN;10101200;RN - SERIDÓ 2;291421;2025-11-13 00:00:00;9062.19;351;2490.06;291746;2025-11-14 00:00:00;8929.71;349;2469.516;;1;;;28;0;Em Rota
714;JOSE PEDRO JUNIOR;MERCEARIA SANTA CLAUDIA;Joao Camara;RN;10101700;RN - SALINEIRA 2;292292;2025-11-17 00:00:00;289.8;9;42.528;293586;2025-11-21 00:00:00;289.8;9;42.528;;4;;;9;0;Em Rota
421;COMERCIAL BRAZAO & SANTOS LTDA;SUP. POTIGUARLJ 01-SBC ATACADO;Macaiba;RN;10100500;RN - MACAÍBA;292963;2025-11-19 00:00:00;252.0;12;129.6;292978;2025-11-19 00:00:00;252.0;12;129.6;2025-11-21 00:00:00;0;2;2;4;1;Entregue
1314;CEREALISTA MADALENA LTDA;CEREALISTA MADALENA-PB;Campina Grande;PB;10200400;PB - CAMPINA GRANDE;289499;2025-11-07 00:00:00;848.72;30;324;291707;2025-11-14 00:00:00;848.72;30;324;2025-11-18 00:00:00;7;4;11;2;1;Entregue
827;M I DE OLIVEIRA;MERC. PADRE CICERO SERRA CAIADA-REDE RN;Serra Caiada;RN;10101800;RN - TRAIRI;290417;2025-11-10 00:00:00;440.28;11;100.584;290906;2025-11-12 00:00:00;440.28;11;100.584;2025-11-14 00:00:00;2;2;4;4;1;Entregue
368;FARIAS SUPERMERCADOS LTDA;REDE COMPRAS JOAO LOURENCO LJ 02;Campina Grande;PB;10200400;PB - CAMPINA GRANDE;291058;2025-11-12 00:00:00;5154.24;159;689.922;291719;2025-11-14 00:00:00;5154.24;159;689.922;;2;;;34;0;Em Rota
5759;S U DUTRA & MEDEIROS COSTA LTDA;MINI BOX MEDEIROS;JARDIM DE PIRANHAS;RN;10101200;RN - SERIDÓ 2;290860;2025-11-12 00:00:00;1018.54;32;384.744;291763;2025-11-14 00:00:00;1018.54;32;384.744;2025-11-18 00:00:00;2;4;6;4;1;Entregue
415;COMERCIAL PRAIAS BELAS LTDA;SUP. FAVORITO Z.NORTE LJ 03;Natal;RN;10100101;RN - NATAL NORTE;290757;2025-11-12 00:00:00;3024.52;61;265.416;291143;2025-11-13 00:00:00;2862.36;57;237.84;2025-11-14 00:00:00;1;1;2;28;1;Entregue
